Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Junior Messias,AC Milan,31," M(CR),FW  ",14(4),1113,4,2,2,0,1.3,77.3,1.2,1,6.79
Nicolás Domínguez,Bologna,24, M(C)  ,18(3),1590,1,2,7,0,1.1,81.3,1,1,6.79
Domenico Berardi,Sassuolo,28," AM(R),FW  ",12(3),1016,4,4,5,0,3.2,71.4,0.5,2,6.79
Sandro Tonali,AC Milan,22, DMC  ,20(2),1839,2,4,6,0,1.1,77.8,0.4,2,6.79
Ola Aina,Torino,26," D(CLR),M(LR)  ",9(5),762,1,1,5,0,0.5,76.8,0.8,2,6.79
Gianluca Mancini,Roma,26," D(C),DMC  ",25,2099,1,2,4,0,0.6,82.3,1.8,0,6.79
Francesco Acerbi,Inter,35, D(C)  ,15(3),1423,0,1,3,0,0.5,88.4,2.8,0,6.79
Emil Audero,Sampdoria,26, GK  ,25,2250,0,0,1,0,0,63.6,0.2,5,6.78
Davide Calabria,AC Milan,26," D(LR),M(R)  ",13(1),1006,1,2,4,0,0.5,81.3,0.4,0,6.78
Lukasz Skorupski,Bologna,31, GK  ,25,2250,0,0,3,0,0,72.7,0.2,0,6.78
Federico Baschirotto,Lecce,26, D(C)  ,24,2160,3,0,5,0,0.5,73.9,2.5,0,6.77
Lorenzo Montipò,Verona,27, GK  ,24,2160,0,0,0,0,0,58.9,0.1,0,6.77
Alessandro Bastoni,Inter,23, D(C)  ,18(2),1542,0,2,2,0,0.6,86.2,1.5,0,6.76
Michele Di Gregorio,Monza,25, GK  ,24,2160,0,0,0,0,0,70.8,0.1,1,6.75
Lazar Samardzic,Udinese,21, M(C)  ,8(16),965,4,2,0,0,1.4,86,0.3,1,6.75
Nicolás González,Fiorentina,24," M(CLR),FW  ",8(7),798,4,1,3,0,2.2,68,2.6,1,6.75
Adam Marusic,Lazio,30," D(CLR),M(LR)  ",24(1),2190,0,2,5,0,0.6,87.8,1,0,6.75
Marko Arnautovic,Bologna,33," AM(CLR),FW  ",14(1),1221,8,0,5,0,1.6,73.1,0.5,1,6.74
Stefano Sensi,Monza,27, AM(C)  ,15(3),1161,2,0,5,0,0.8,88,0.4,1,6.74
Riccardo Orsolini,Bologna,26," M(CR),FW  ",16(6),1504,7,3,3,1,2.8,67.8,0.5,3,6.74
Henrikh Mkhitaryan,Inter,34," M(CLR),FW  ",17(5),1459,3,1,3,0,0.9,87.7,0.3,1,6.73
Marco Carnesecchi,Cremonese,22, GK  ,16,1440,0,1,1,0,0,53.3,0.1,1,6.73
Boulaye Dia,Salernitana,26," AM(R),FW  ",17(5),1592,8,4,2,0,1.2,76.9,0.6,2,6.73
MBala Nzola,Spezia,26, FW  ,20(1),1808,11,1,4,0,2.2,79.7,1.4,3,6.73
Christian Kouamé,Fiorentina,25," AM(LR),FW  ",17(3),1444,2,2,3,0,1.7,73.9,2.3,2,6.73
Wladimiro Falcone,Lecce,27, GK  ,25,2250,0,0,1,0,0,44.3,0.4,2,6.73
Pasquale Mazzocchi,Salernitana,27," D(R),M(LR)  ",15(2),1279,2,2,2,0,0.7,80,0.4,1,6.73
Darko Lazovic,Verona,32, M(CLR)  ,20(1),1647,3,4,0,0,1.5,68.8,0.2,2,6.73
Wojciech Szczesny,Juventus,32, GK  ,18,1573,0,0,0,0,0,72.7,0.3,0,6.72
Brahim Díaz,AC Milan,23, AM(CLR)  ,17(4),1186,4,3,2,0,1.1,81.1,0.1,0,6.72
Milan Djuric,Verona,32, FW  ,7(9),700,1,0,3,0,0.5,53.5,7.1,1,6.71
Alex Meret,Napoli,25, GK  ,25,2250,0,0,0,0,0,85.4,0.1,1,6.71
Merih Demiral,Atalanta,25, D(C)  ,14(6),1390,1,0,5,0,0.3,85.6,2.4,1,6.71
Alex Sandro,Juventus,32," D(CL),M(L)  ",17(4),1456,0,1,4,1,0.2,88.1,1.6,0,6.71
André Onana,Inter,26, GK  ,16,1440,0,0,1,0,0,76.8,0.1,1,6.71
Giacomo Bonaventura,Fiorentina,33, M(CLR)  ,18(4),1556,3,0,4,0,1.9,86.1,0.5,2,6.71
Ethan Ampadu,Spezia,22," D(C),DMC  ",19,1636,0,1,5,0,0.6,78,2.2,1,6.71
Matteo Darmian,Inter,33," D(CLR),M(LR)  ",16(4),1291,1,2,3,0,0.3,85.3,0.3,0,6.70
Rolando Mandragora,Fiorentina,25, DMC  ,13(5),1185,1,2,5,0,1.5,85,1.2,0,6.70
Samuel Umtiti,Lecce,29, D(CL)  ,12(1),1035,0,0,4,0,0.2,82.5,1.5,0,6.70
Aleksey Miranchuk,Torino,27," M(CR),FW  ",17(2),1440,4,3,0,0,1.5,82.7,0.3,0,6.70
Patric,Lazio,29," D(CR),M(R)  ",12(2),1076,0,0,1,0,0.1,88.4,0.4,1,6.69
Marten de Roon,Atalanta,31," D(C),DMC  ",21(1),1796,0,1,5,0,0.5,83.7,1.6,0,6.69
Stephane Singo,Torino,22, M(R)  ,13(6),1258,1,1,3,0,0.9,75.8,1.7,0,6.69
Patrick Ciurria,Monza,28, M(R)  ,18(5),1608,4,4,2,0,1.3,81.9,0.3,2,6.69
Razvan Marin,Empoli,26, M(C)  ,19(5),1771,2,2,6,0,1,85.2,0.4,1,6.69
Rade Krunic,AC Milan,29, M(CL)  ,10(3),894,0,1,5,0,0.5,81.8,0.8,0,6.69
Nikola Milenkovic,Fiorentina,25, D(CR)  ,16(2),1416,2,1,2,0,0.7,86.2,2.3,0,6.68
Denzel Dumfries,Inter,26," D(R),M(R)  ",17(5),1459,1,3,4,0,1.1,79.3,1.2,0,6.68
Rasmus Højlund,Atalanta,20, FW  ,13(8),1224,6,1,1,0,1.6,75.2,1,2,6.67
Antonio Sanabria,Torino,27, FW  ,15(5),1361,6,2,4,0,1.9,76.1,2.1,2,6.67
Nikola Vlasic,Torino,25," AM(CLR),FW  ",20(2),1846,4,2,1,0,1.9,82.1,0.9,0,6.67
Hans Hateboer,Atalanta,29," D(R),M(R)  ",17,1402,1,1,7,0,0.7,81.7,1.4,1,6.67
Eljif Elmas,Napoli,23, M(CLR)  ,7(17),958,6,1,3,0,0.9,85.3,0,1,6.67
Giorgio Scalvini,Atalanta,19, D(C)  ,16(3),1319,2,0,5,0,0.5,80,1.3,0,6.66
Perr Schuurs,Torino,23, D(C)  ,18(1),1452,0,2,4,0,0.4,88.2,2.1,0,6.66
Jhon Lucumí,Bologna,24, D(C)  ,21,1822,0,1,6,0,0.4,87.2,1.5,0,6.66
Lewis Ferguson,Bologna,23, M(C)  ,16(3),1366,3,0,3,0,1.3,83.1,0.8,2,6.66
Koray Günter,Verona,28, D(C)  ,11(2),1003,1,1,3,0,0.7,77,1.7,0,6.66
Walace,Udinese,27, DMC  ,25,2176,0,0,4,0,1,84.3,0.7,0,6.66
Zeki Çelik,Roma,26," D(R),M(R)  ",10(6),1011,0,0,5,0,0.3,76,0.6,0,6.66
Nehuén Pérez,Udinese,22, D(C)  ,22,1850,1,0,4,1,0.6,86.8,1,1,6.65
Leonardo Spinazzola,Roma,29," D(LR),M(L)  ",12(4),1079,1,2,1,0,0.4,75.6,0.5,2,6.65
Memeh Okoli,Atalanta,21, D(C)  ,9(4),842,0,0,3,0,0.4,76.9,3.1,1,6.65
Martin Erlic,Sassuolo,25, D(C)  ,18,1584,0,0,2,0,0.1,86.8,1.5,0,6.65
Beto,Udinese,25, FW  ,17(8),1533,8,1,1,0,1.6,66.2,2.1,2,6.64
Matteo Politano,Napoli,29," AM(CLR),FW  ",11(10),907,3,3,1,0,1.1,79.9,0.1,0,6.64
Alexis Blin,Lecce,26, DMC  ,15(8),1449,1,0,3,0,0.3,82.2,1.3,1,6.63
Emil Holm,Spezia,22, M(R)  ,17(3),1398,1,1,4,0,0.8,61.4,3.3,1,6.63
Alessandro Buongiorno,Torino,23, D(C)  ,18(3),1618,0,1,7,0,0.7,83.7,2.8,0,6.63
Jakub Kiwior,Spezia,23," D(C),DMC  ",17,1447,0,0,3,0,0.6,85.3,1.3,0,6.62
Éderson,Atalanta,23, M(C)  ,14(8),1273,1,0,3,0,1,80.9,0.5,0,6.62
Valentin Gendrey,Lecce,22, D(R)  ,23(2),2082,0,1,3,0,0.2,73.4,1.4,0,6.62
Ricardo Rodríguez,Torino,30," D(CL),M(L)  ",17(5),1606,0,0,1,0,0.3,84.6,1,0,6.62
Samuele Ricci,Torino,21, M(C)  ,13(3),1215,1,1,5,0,0.7,90.2,0.3,0,6.62
Sandi Lovric,Udinese,24, AM(C)  ,16(8),1367,3,2,3,0,1.8,83.3,0.2,0,6.61
Norbert Gyömbér,Salernitana,30," D(CR),DMC  ",13(4),982,0,0,3,0,0.1,84.7,1.5,0,6.61
Nemanja Matic,Roma,34, DMC  ,12(12),1331,1,1,3,0,0.3,86.1,0.5,0,6.61
Lassana Coulibaly,Salernitana,26, M(CL)  ,22(1),1882,2,2,7,0,0.4,84.1,0.8,1,6.61
Lorenzo Pirola,Salernitana,21, D(C)  ,10(3),924,0,0,3,0,0.3,79.3,2.1,1,6.61
Juan Musso,Atalanta,28, GK  ,19,1628,0,0,1,0,0,68.8,0.1,0,6.61
Berat Djimsiti,Atalanta,30, D(C)  ,9(4),891,0,0,2,0,0.2,86.2,1.9,0,6.61
Pedro,Lazio,35," M(CLR),FW  ",11(12),1284,3,2,1,0,1.2,82.9,0,1,6.61
Antonino Gallo,Lecce,23, D(L)  ,17(3),1512,0,1,2,1,0.2,70.4,0.9,0,6.60
Josh Doig,Verona,20," D(CL),M(L)  ",13(4),1154,2,3,1,0,1,68.7,0.7,0,6.60
Stephan El Shaarawy,Roma,30," M(CLR),FW  ",6(12),820,3,0,2,0,1.1,81.2,0.3,0,6.60
Bartlomiej Dragowski,Spezia,25, GK  ,23,1958,0,0,1,0,0,64.1,0.3,5,6.60
Filippo Bandinelli,Empoli,27, M(C)  ,20(4),1673,2,0,5,0,0.8,78.5,0.3,1,6.60
David Okereke,Cremonese,25," AM(CLR),FW  ",20(3),1689,5,0,4,0,1.9,71.6,1.4,0,6.60
Danilo Cataldi,Lazio,28, M(C)  ,21(2),1562,0,1,4,0,0.3,87.7,0.1,0,6.59
Ciprian Tatarusanu,AC Milan,37, GK  ,16,1440,0,1,0,0,0,75.5,0.1,0,6.59
Valentino Lazaro,Torino,26," D(R),M(CLR)  ",13(2),1071,0,2,4,0,0.5,77.8,0.7,2,6.59
Weston McKennie,Juventus,24," D(C),M(CLR)  ",13(2),1060,1,1,0,0,0.5,81.7,0.8,0,6.59
Jerdy Schouten,Bologna,26, DMC  ,17(4),1494,0,2,3,0,0.2,84.6,0.7,0,6.59
Pierre Kalulu,AC Milan,22, D(CR)  ,20(5),1938,1,0,3,0,0.4,87.7,1,1,6.58
Flavius Daniliuc,Salernitana,21, D(CR)  ,14(2),1300,0,1,7,0,0.4,87,1.5,0,6.58
Sasa Lukic,Torino,26, M(C)  ,13(3),1195,2,0,4,0,1,88.1,1.4,1,6.58
Krzysztof Piatek,Salernitana,27, FW  ,16(5),1444,3,2,4,0,2,71.2,2.8,1,6.58
Leonardo Sernicola,Cremonese,25, M(R)  ,19(2),1687,1,1,6,0,1,72.7,1,1,6.58
Matías Vecino,Lazio,31, M(C)  ,11(12),1166,2,0,4,0,0.8,83.4,1.1,1,6.57
Nicolò Fagioli,Juventus,22, M(C)  ,8(8),774,2,2,1,0,0.4,84.8,0,0,6.57
Pablo Marí,Monza,29, D(C)  ,16(2),1493,1,0,3,0,0.4,87.6,1.5,0,6.57
Marcelo Brozovic,Inter,30, M(CR)  ,9(6),832,2,0,5,0,0.8,87.9,0.2,0,6.57
Matheus Henrique,Sassuolo,25, M(C)  ,10(7),1031,2,0,2,0,0.7,85.4,0.5,0,6.56
Andrea Cambiaso,Bologna,23," D(LR),M(L)  ",17(6),1511,0,2,2,0,0.4,81.9,0.1,1,6.56
Ruslan Malinovskyi,Atalanta,29," M(CR),FW  ",5(10),548,1,2,2,0,1.3,79.5,0.3,0,6.56
Manuel Lazzari,Lazio,29," D(R),M(R)  ",16(3),1310,0,0,5,0,0.2,89.8,0.3,0,6.56
Andrea Petagna,Monza,27, FW  ,13(7),1101,2,4,1,0,1.1,73.6,1.2,1,6.56
Emanuel Aiwu,Cremonese,22, D(C)  ,13(4),1210,0,0,3,0,0.2,80.8,1.3,1,6.56
Giangiacomo Magnani,Verona,27, D(C)  ,8(5),714,0,0,4,1,0.3,70.9,1.4,1,6.56
Santiago Ascacíbar,Cremonese,26, DMC  ,7(6),728,0,0,1,0,1.1,82.5,0.8,0,6.56
Charalampos Lykogiannis,Bologna,29," D(CL),M(L)  ",11(6),985,1,0,3,0,1,75.3,0.9,0,6.55
Aleksa Terzic,Fiorentina,23, D(L)  ,4(10),498,0,0,0,0,0.4,84.9,0.4,0,6.55
Sebastiano Luperto,Empoli,26, D(C)  ,23,1986,1,0,1,2,0.4,86.4,1.6,1,6.55
Tommaso Baldanzi,Empoli,19, AM(C)  ,14(2),1011,4,0,1,0,0.8,84.9,0.2,1,6.55
Arkadiusz Reca,Spezia,27," D(L),M(L)  ",19(2),1614,1,1,5,0,0.7,71.3,0.5,0,6.55
Roberto Soriano,Bologna,32, AM(CLR)  ,14(9),1230,1,3,1,0,0.5,81.2,0.5,0,6.55
Mehdi Bourabia,Spezia,31, M(C)  ,24(1),1933,0,2,3,0,0.8,79.9,0.5,0,6.55
Fabio Depaoli,Verona,25," D(R),DMC,M(LR)  ",16(3),1441,2,2,3,0,0.7,63.6,0.9,0,6.54
Isak Hien,Verona,24, D(C)  ,18(4),1736,0,0,8,0,0,73.7,2.5,0,6.54
Matteo Bianchetti,Cremonese,29, D(C)  ,16(2),1512,1,0,2,0,0.3,77.6,2.2,0,6.54
Koffi Djidji,Torino,30, D(CL)  ,20(2),1787,1,0,2,0,0.4,86.3,1.5,1,6.54
Rogerio,Sassuolo,25," D(L),M(L)  ",22(1),1920,0,2,5,0,0.3,80.7,0.6,2,6.54
Nikola Moro,Bologna,24, DMC  ,5(8),536,0,2,0,0,0.6,78.2,1,0,6.54
Elseid Hysaj,Lazio,29," D(LR),M(R)  ",10(11),979,0,1,2,0,0.1,83,0.8,0,6.53
Vanja Milinkovic-Savic,Torino,26, GK  ,25,2250,0,0,2,0,0,54.1,0.3,1,6.53
Marco Silvestri,Udinese,32, GK  ,25,2250,0,0,0,0,0,74,0.2,0,6.53
Nicolò Cambiaghi,Empoli,22, Forward  ,4(13),569,3,1,1,0,1.1,82,0.2,1,6.53
Bruno Amione,Sampdoria,21, D(C)  ,14,1154,0,1,7,0,0.4,78.2,3,0,6.53
Pietro Terracciano,Fiorentina,33, GK  ,22,1980,0,0,1,0,0,73.9,0.3,1,6.53
Maxime Lopez,Sassuolo,25, M(CR)  ,14(4),1360,0,0,7,0,0.4,88.1,0.2,0,6.52
Mehdi Léris,Sampdoria,24," DMC,M(LR)  ",19(3),1628,0,1,11,0,0.8,70.7,2.1,0,6.51
Dany Mota,Monza,24, FW  ,12(6),1152,3,0,1,0,0.9,72.5,1.2,0,6.51
Omar Colley,Sampdoria,30, D(C)  ,15(1),1385,1,0,5,0,0.4,86.2,1.8,0,6.51
Karol Linetty,Torino,28, M(CLR)  ,17(7),1495,1,0,6,0,0.6,86.8,0.8,1,6.51
Antonio Candreva,Salernitana,36, M(CLR)  ,22(2),1932,3,2,1,1,1.3,78.9,0,1,6.50
Alberto Grassi,Empoli,28, DMC  ,6(7),510,0,0,2,0,0.4,82.1,0.8,1,6.50
Musa Barrow,Bologna,24," AM(CL),FW  ",13(6),1047,2,2,2,0,1.8,74.2,0.3,0,6.50
Ante Rebic,AC Milan,29," AM(CLR),FW  ",6(10),593,3,2,4,0,1.3,58.5,0.6,1,6.50
Pawel Dawidowicz,Verona,27, D(C)  ,12(2),955,1,0,5,1,0.6,76.8,1.8,0,6.50
Assan Ceesay,Lecce,28, FW  ,13(8),1129,4,0,1,0,1.3,61.1,1.8,1,6.50
Nicola Zalewski,Roma,21, M(LR)  ,15(6),1285,0,1,2,0,0.6,78.4,0.1,1,6.50
Arthur Cabral,Fiorentina,24, FW  ,8(12),839,5,1,2,0,1.6,71.6,1.3,1,6.50
Sam Lammers,Empoli,25, FW  ,10(4),886,1,1,0,0,2,63.6,1.3,1,6.49
Joan Gonzàlez,Lecce,21, M(C)  ,20(4),1712,1,3,5,0,0.7,78.4,1,1,6.49
Jonathan Ikoné,Fiorentina,24," AM(CLR),FW  ",16(7),1441,2,3,3,0,1.6,84.6,0.4,0,6.49
Mario Pasalic,Atalanta,28, M(CLR)  ,12(8),1056,2,2,2,0,0.8,81.6,1.3,1,6.49
Gary Medel,Bologna,35," D(C),DMC  ",16(4),1302,0,1,5,0,0.1,88.8,0.7,0,6.49
Abdelhamid Sabiri,Sampdoria,26," AM(CL),FW  ",12(4),1009,2,0,4,0,1.9,74.1,1.8,1,6.48
Mathías Olivera,Napoli,25," D(L),M(L)  ",7(12),744,1,1,1,0,0.1,86.9,0.4,1,6.48
Gianluca Caprari,Monza,29," AM(CLR),FW  ",22(3),1680,4,2,4,0,1.6,83.6,0.2,1,6.48
Kelvin Amian,Spezia,25," D(CLR),M(R)  ",14(4),1320,0,1,3,0,0.8,75.9,1.2,0,6.47
Emanuele Valeri,Cremonese,24, M(L)  ,21(3),1811,2,2,2,0,1.1,60.5,0.4,0,6.47
Kevin Agudelo,Spezia,24," AM(CR),FW  ",19(5),1657,0,1,3,0,0.8,74.9,0.5,0,6.47
Petar Stojanovic,Empoli,27," D(R),M(R)  ",14(6),1289,0,1,3,0,0.4,80.1,0.1,0,6.47
Tyronne Ebuehi,Empoli,27, D(LR)  ,11(4),981,1,1,0,0,0.7,79.8,0.4,0,6.46
Federico Ceccherini,Verona,30, D(C)  ,14(1),1043,1,0,7,1,0.3,76.5,1.4,1,6.45
Joakim Maehle,Atalanta,25," D(LR),M(LR)  ",15(7),1322,2,1,3,1,0.9,81.3,0.1,0,6.45
Filip Djuricic,Sampdoria,31," AM(CLR),FW  ",19(3),1498,2,0,7,0,0.8,78.5,0.4,0,6.44
Milan Skriniar,Inter,28, D(C)  ,20(1),1770,0,0,3,1,0.4,91.7,0.8,0,6.44
Tonny Vilhena,Salernitana,28," D(L),M(CL)  ",19(3),1551,3,1,4,0,1.2,79.2,0.3,0,6.44
Dodô,Fiorentina,24, D(R)  ,18(3),1501,0,2,3,1,0.3,85.8,0.7,1,6.43
Bartosz Bereszynski,Sampdoria,30," D(CLR),M(R)  ",15,1203,0,0,1,0,0.2,75.5,1.2,0,6.43
Isaac Success,Udinese,27," AM(LR),FW  ",16(9),1458,0,5,3,0,1.1,66.9,1.2,0,6.43
Tomás Rincón,Sampdoria,35, M(CR)  ,18(4),1570,0,2,4,1,0.4,82.1,1,0,6.43
Luka Lochoshvili,Cremonese,24, D(C)  ,14(2),1204,0,1,3,0,0.3,79,1.3,0,6.43
Luca Caldirola,Monza,32, D(CL)  ,17(3),1481,0,0,3,0,0.3,88.4,1.4,0,6.43
Mërgim Vojvoda,Torino,28," D(CR),M(LR)  ",11(8),1112,0,4,3,0,0.6,78.2,0.3,0,6.43
Riccardo Saponara,Fiorentina,31, AM(CL)  ,8(12),797,2,2,3,0,1.3,76.8,0.3,1,6.43
Duván Zapata,Atalanta,31, FW  ,8(7),670,1,1,1,0,1.4,70.6,1.6,0,6.43
Rui Patrício,Roma,35, GK  ,25,2250,0,0,1,0,0,74,0,0,6.43
Dylan Bronn,Salernitana,27, D(C)  ,16(4),1426,0,0,3,1,0.4,85.4,1.5,0,6.43
Charles De Ketelaere,AC Milan,22," M(CLR),FW  ",7(14),822,0,1,2,0,0.7,78.5,0.6,0,6.43
